code,open,close,high,low,volume,money,pct_change,tradDays,date
603393.XSHG,23.21,24.58,25.11,22.5,24574143.0,582961236.11,0.011755582369999962,4,2020-12-27
603393.XSHG,24.8,23.62,25.5,23.45,25253901.0,610162250.72,-0.009602664915807968,4,2021-01-03
603393.XSHG,23.59,22.1,23.59,21.8,23993151.0,547696410.8100001,-0.015132529786144211,5,2021-01-10
603393.XSHG,22.03,21.05,22.24,20.16,19699134.0,414440245.65,-0.010497928133265111,5,2021-01-17
603393.XSHG,21.01,20.21,21.33,20.0,14011465.0,291069041.09000003,-0.008386120284213705,5,2021-01-24
603396.XSHG,44.58,51.27,52.42,42.21,30127418.0,1406104315.13,0.07271656863087195,4,2020-12-27
603396.XSHG,50.6,45.41,51.78,43.59,24202910.0,1126786813.18,-0.05836040765155193,4,2021-01-03
603396.XSHG,45.36,41.69,48.99,41.32,27472115.0,1237990866.6499999,-0.03772637721686578,5,2021-01-10
603396.XSHG,40.48,37.87,41.56,36.95,15569042.0,616752032.98,-0.03766874942956466,5,2021-01-17
603396.XSHG,37.95,41.0,41.81,37.11,17138342.0,677088352.73,0.03103806044984525,5,2021-01-24
603398.XSHG,11.12,10.56,11.32,10.2,13914940.0,148198077.24,-0.0048070400207871344,4,2020-12-27
603398.XSHG,10.73,10.41,10.73,9.96,10815390.0,110546276.60000001,-0.0015117546930402126,4,2021-01-03
603398.XSHG,10.55,9.41,11.55,9.03,29680345.0,300216420.36,-0.009995702927750316,5,2021-01-10
603398.XSHG,9.46,9.57,9.73,8.52,22183970.0,202789162.55000004,0.0015837939021141612,5,2021-01-17
603398.XSHG,9.57,8.93,9.78,8.800000000000002,14243806.0,131865347.24999997,-0.006396225685702417,5,2021-01-24
603399.XSHG,5.08,4.99,5.09,4.63,28101962.0,137711412.44,-0.0009048520789399772,4,2020-12-27
603399.XSHG,4.96,4.78,5.02,4.69,19722305.0,94837419.89000002,-0.0020997697150000327,4,2021-01-03
603399.XSHG,4.71,4.46,5.06,4.26,37830449.0,178102032.13,-0.0032032011903696533,5,2021-01-10
603399.XSHG,4.44,4.12,4.44,3.97,30493005.0,126238644.52,-0.0033989971033365762,5,2021-01-17
603399.XSHG,4.12,4.14,4.39,4.1,26880439.0,114419735.18,0.00019752868478617458,5,2021-01-24
603408.XSHG,17.89,16.77,17.989999999999995,16.0,8468023.0,146243666.56,-0.012202559557725978,4,2020-12-27
603408.XSHG,16.77,16.31,16.91,16.18,4191927.0,68764370.95,-0.004596247859187996,4,2021-01-03
603408.XSHG,16.37,15.62,16.59,15.14,6364899.0,101942326.73,-0.006907103801861325,5,2021-01-10
603408.XSHG,15.63,15.25,15.7,14.45,5322746.0,80021287.61999999,-0.0037302478125117444,5,2021-01-17
603408.XSHG,15.21,15.37,15.69,15.03,4336664.0,66761798.32,0.001198149041152341,5,2021-01-24
603416.XSHG,94.0,81.2,95.2,81.0,8309844.0,710522073.1999998,-0.1222674004170271,4,2020-12-27
603416.XSHG,82.65999999999998,90.84,91.3,80.61,5911168.0,508807859.35,0.09877092211249994,4,2021-01-03
603416.XSHG,91.02,82.51,93.99,81.15999999999998,6875782.0,597752977.28,-0.08115478169287915,5,2021-01-10
603416.XSHG,83.33,80.28,83.33,76.42,6076035.0,480608372.21000004,-0.023066119881039793,5,2021-01-17
603416.XSHG,86.0,93.01,95.0,84.9,10058555.0,899349973.3799999,0.13137751728202707,5,2021-01-24
603421.XSHG,9.88,9.24,9.88,9.15,5839440.0,55471666.370000005,-0.006391189053999935,4,2020-12-27
603421.XSHG,9.24,9.29,9.48,8.890000000000002,5367683.0,49667873.82,0.0004949817214974228,4,2021-01-03
603421.XSHG,9.31,8.62,9.37,8.26,12156841.0,107857912.77000001,-0.006693514766307751,5,2021-01-10
603421.XSHG,8.63,8.41,8.67,7.95,9114595.0,75463821.05,-0.002106504239129059,5,2021-01-17
603421.XSHG,8.4,8.38,8.64,8.28,6661735.0,56466218.49000001,-0.0003022503721190617,5,2021-01-24
603429.XSHG,39.21,32.44,40.55,32.44,26993570.0,1000644349.9599999,-0.0677011569664,4,2020-12-27
603429.XSHG,30.28,29.71,32.78,27.81,28506391.0,868914583.0599997,-0.02716123047430241,4,2021-01-03
603429.XSHG,29.73,28.75,31.25,27.5,18877546.0,560289628.4499999,-0.009677527660881702,5,2021-01-10
603429.XSHG,28.75,29.99,31.62,27.58,21620693.0,634652962.6600001,0.012326593464881075,5,2021-01-17
603429.XSHG,29.83,34.55,35.49,29.23,25515990.0,850960165.03,0.046035049277724394,5,2021-01-24
603439.XSHG,21.8,20.28,22.75,19.86,13039129.0,276249082.84,-0.01774220962438,4,2020-12-27
603439.XSHG,20.0,20.26,21.5,19.42,10623578.0,215194738.42,-0.0002180195839998067,4,2021-01-03
603439.XSHG,20.26,20.2,22.72,19.9,17711881.0,369060870.54999995,-0.0007373927023175408,5,2021-01-10
603439.XSHG,20.21,17.8,20.32,17.01,10554317.0,194800286.5,-0.023848630563836015,5,2021-01-17
603439.XSHG,17.9,18.13,18.95,17.52,7610774.0,137445669.88,0.0032859233969373403,5,2021-01-24
603444.XSHG,432.19,412.97,440.05,409.44,3075790.0,1308910999.88,-0.17982439533703998,4,2020-12-27
603444.XSHG,415.17,426.0,433.0,385.75,5741052.0,2363977628.4000006,0.060523874185625104,4,2021-01-03
603444.XSHG,430.8,367.18,449.0,357.0,11399807.0,4599809393.49,-0.5014383323939616,5,2021-01-10
603444.XSHG,368.03,306.31,368.1,296.34,15919946.0,5015344378.08,-0.518266520636294,5,2021-01-17
603444.XSHG,307.01,311.89,319.28,303.33,8340683.0,2594668798.5099998,0.04597980561257575,5,2021-01-24
603456.XSHG,35.96,34.85,36.16,32.88,27208258.0,933106687.0099999,-0.011362442938551931,4,2020-12-27
603456.XSHG,34.81,35.8,35.9,32.98,32263748.0,1115351596.76,0.009447700807699855,4,2021-01-03
603456.XSHG,35.24,33.2,36.4,31.9,65928495.0,2284968849.33,-0.02591481138460816,5,2021-01-10
603456.XSHG,33.2,33.45,34.96,30.7,58302667.0,1914886975.7100003,0.0020552400663349513,5,2021-01-17
603456.XSHG,33.71,41.0,42.5,33.69,73624665.0,2764330993.2999997,0.07751578953824745,5,2021-01-24
603458.XSHG,14.21,13.87,14.26,13.62,6969045.0,97281744.41999999,-0.004002636691003536,4,2020-12-27
603458.XSHG,13.85,14.29,14.33,13.53,8385995.0,117444808.33999999,0.004193861962669798,4,2021-01-03
603458.XSHG,14.27,13.62,14.38,13.35,11691163.0,163301544.44,-0.006687105301525276,5,2021-01-10
603458.XSHG,13.65,14.08,14.28,13.35,11743114.0,162147555.76999998,0.004596603476866523,5,2021-01-17
603458.XSHG,14.08,13.9,14.29,13.75,8942980.0,126190848.0,-0.0018013278092801066,5,2021-01-24
603466.XSHG,24.97,22.87,25.25,22.12,17171495.0,403960627.51,-0.020005995853638492,4,2020-12-27
603466.XSHG,22.87,23.08,23.66,22.39,12254745.0,281174409.29,0.002080261870784028,4,2021-01-03
603466.XSHG,23.17,21.23,23.33,20.49,23444699.0,515135737.6400001,-0.01839245220136898,5,2021-01-10
603466.XSHG,21.23,21.5,22.3,20.1,18072154.0,380120525.84,0.002630317811026739,5,2021-01-17
603466.XSHG,21.41,21.5,22.39,21.0,15070418.0,328293784.11,-2.0530125064754934e-05,5,2021-01-24
603477.XSHG,11.54,10.87,11.75,10.7,8968632.0,100789718.26,-0.007578775866407872,4,2020-12-27
603477.XSHG,10.9,10.92,11.12,10.57,7149364.0,77157816.75,0.0004950814039998974,4,2021-01-03
603477.XSHG,11.02,11.37,12.18,10.97,19157709.0,223258879.79,0.004472879788854467,5,2021-01-10
603477.XSHG,11.36,10.4,11.36,10.11,8389559.0,88769197.21,-0.009678030813799698,5,2021-01-17
603477.XSHG,10.4,10.69,11.29,10.26,9700409.0,103793747.17,0.0028937821686016996,5,2021-01-24
603486.XSHG,73.34999999999998,84.0,86.0,72.59999999999998,14705508.0,1153398380.86,0.10306092212791995,4,2020-12-27
603486.XSHG,87.0,88.48999999999998,90.84,85.68,11163267.000000002,986961372.87,0.04512731827339955,4,2021-01-03
603486.XSHG,88.58,99.2,102.29,82.0,24883259.0,2275843243.78,0.10848366911347407,5,2021-01-10
603486.XSHG,99.88,118.03,118.03,97.01,28790546.0,3112213882.5800004,0.19577889053378073,5,2021-01-17
603486.XSHG,116.0,118.0,119.46,101.0,25836275.0,2858845273.3799996,-0.010322622992988917,5,2021-01-24
603488.XSHG,10.8,10.34,10.83,9.74,21033040.0,215213444.0,-0.004613674449880034,4,2020-12-27
603488.XSHG,10.35,10.14,10.54,9.81,16083371.0,163839781.58,-0.0020026787201343765,4,2021-01-03
603488.XSHG,10.15,9.7,10.53,9.62,18525138.0,186049674.87,-0.004402322501536493,5,2021-01-10
603488.XSHG,9.58,9.17,9.66,9.0,12593702.0,116826371.80999999,-0.005291175042578811,5,2021-01-17
603488.XSHG,8.35,9.32,9.83,8.35,16312355.0,151798943.36,0.0014889766896362122,5,2021-01-24
603489.XSHG,177.0,182.2,185.82,170.13,3017677.0,539697426.6500001,0.04524156629749987,4,2020-12-27
603489.XSHG,182.3,190.3,194.76,181.44,3039106.0,569783745.4,0.08278189635520006,4,2021-01-03
603489.XSHG,190.3,183.99,192.88,177.41,3986251.0,729831907.61,-0.06324745243768204,5,2021-01-10
603489.XSHG,184.88,190.33,197.0,182.0,3938324.0,748896912.6500001,0.05288177888035994,5,2021-01-17
603489.XSHG,192.66,217.0,217.67,188.46,5481239.0,1141350306.4800003,0.29327520825398,5,2021-01-24
603496.XSHG,16.5,15.4,16.55,15.28,6182150.0,98367892.87,-0.012251287251507259,4,2020-12-27
603496.XSHG,15.46,15.85,16.47,15.0,5808763.0,92011162.33,0.004497835186993093,4,2021-01-03
603496.XSHG,15.81,15.99,16.65,15.29,6616620.0,106394812.42,0.0013589493998236168,5,2021-01-10
603496.XSHG,15.8,16.85,17.16,15.03,7204470.0,114653360.51000002,0.008562621966826,5,2021-01-17
603496.XSHG,17.25,16.5,18.5,16.07,9219290.0,158503440.49,-0.00359744572274312,5,2021-01-24
603499.XSHG,8.63,8.26,8.68,7.92,5424975.0,45056280.629999995,-0.0037092537372851453,4,2020-12-27
603499.XSHG,8.44,8.07,8.44,7.98,3537902.0,28692535.38,-0.0019007683643700313,4,2021-01-03
603499.XSHG,8.19,7.53,8.39,7.35,6369584.0,50564787.7,-0.005398814942122687,5,2021-01-10
603499.XSHG,7.62,7.36,7.72,6.97,6002690.0,43563983.96,-0.0017050604558204174,5,2021-01-17
603499.XSHG,7.36,8.960000000000003,10.48,7.36,20476091.0,190035427.46999997,0.015972586209924478,5,2021-01-24
603500.XSHG,12.11,11.9,12.29,11.33,6932602.0,81814724.13000001,-0.0021201915066816346,4,2020-12-27
603500.XSHG,11.85,11.33,12.05,11.16,6934894.0,79646047.13,-0.005691220448788004,4,2021-01-03
603500.XSHG,11.4,10.93,11.65,10.71,9240511.0,103556547.42999999,-0.003998543914161878,5,2021-01-10
603500.XSHG,10.93,12.14,12.14,9.86,14390525.0,159674485.44000006,0.012047738731234103,5,2021-01-17
603500.XSHG,12.68,13.09,16.16,12.5,39982417.0,582308471.19,0.009033144371664692,5,2021-01-24
603501.XSHG,224.5,220.0,231.2,210.3,31328755.0,6909839441.550001,-0.09112733872428214,4,2020-12-27
603501.XSHG,220.0,231.1,235.0,217.6,22946973.0,5193670689.75,0.11381309072824619,4,2021-01-03
603501.XSHG,232.0,266.0,273.53,225.01,64255604.0,16465768280.940002,0.3749188363090472,5,2021-01-10
603501.XSHG,278.5,286.0,301.8,272.0,69476943.0,20061485386.499996,0.203125844250593,5,2021-01-17
603501.XSHG,296.0,322.5,328.0,293.0,63493430.0,19987505690.84,0.38850422039736565,5,2021-01-24
603505.XSHG,30.26,30.58,30.58,28.82,21820205.0,650295678.6,0.0006801257175306219,4,2020-12-27
603505.XSHG,30.42,29.5,31.2,28.88,17415280.0,520389950.24,-0.010763283291905679,4,2021-01-03
603505.XSHG,29.5,33.38,33.79,28.96,32676182.0,1039722793.6600001,0.03920576686300126,5,2021-01-10
603505.XSHG,33.3,30.16,33.5,29.55,20590900.0,643215262.1699998,-0.032121959753273144,5,2021-01-17
603505.XSHG,30.11,28.3,31.42,28.1,25665918.0,748765657.78,-0.01871033073788886,5,2021-01-24
603506.XSHG,19.92,19.35,20.18,19.0,5132586.0,99975530.02,-0.006938255344096089,4,2020-12-27
603506.XSHG,19.35,19.81,20.39,18.72,4623448.0,90299399.16000001,0.004598030149999932,4,2021-01-03
603506.XSHG,19.86,20.94,21.64,19.5,10354015.0,213969412.29999998,0.011238301416826468,5,2021-01-10
603506.XSHG,20.85,22.21,22.41,20.43,6666874.0,141658607.26,0.012692876367115025,5,2021-01-17
603506.XSHG,22.14,21.15,26.2,20.88,16101927.0,369257370.68,-0.010890436626797895,5,2021-01-24
603507.XSHG,25.2,24.85,25.98,23.44,11770866.0,291576039.37,-0.0023901216773642986,4,2020-12-27
603507.XSHG,24.77,23.66,24.77,22.55,8192765.0,192973624.53,-0.011985848169580038,4,2021-01-03
603507.XSHG,23.89,24.58,24.9,23.52,5235274.0,127869150.15,0.009198120000000198,5,2021-01-10
603507.XSHG,24.58,20.85,24.58,19.91,7097010.0,146442485.31,-0.03705273671999998,5,2021-01-17
603507.XSHG,20.48,19.13,20.84,18.9,8183783.999999999,161470632.87,-0.017104229359027556,5,2021-01-24
603508.XSHG,26.74,24.56,26.74,24.41,3071433.0,77830174.47999999,-0.01988175813668891,4,2020-12-27
603508.XSHG,24.9,24.31,24.92,23.72,4547052.0,109605456.61,-0.002522329131016021,4,2021-01-03
603508.XSHG,24.34,22.65,24.8,21.46,8168987.0,191459618.07000002,-0.016636443402575973,5,2021-01-10
603508.XSHG,22.66,22.76,22.99,21.31,7538825.0,166815208.58,0.0010312459683969877,5,2021-01-17
603508.XSHG,22.76,22.22,23.47,22.22,6640504.0,151139949.32,-0.005437258132793943,5,2021-01-24
603515.XSHG,31.48,29.42,31.8,29.4,6442962.0,195917909.98000002,-0.020150757787967155,4,2020-12-27
603515.XSHG,28.84,30.21,30.51,28.8,6728269.0,199287460.3,0.007904538919935922,4,2021-01-03
603515.XSHG,30.29,33.23,33.8,29.83,16812125.0,533797037.53,0.030482730522801038,5,2021-01-10
603515.XSHG,33.2,30.37,33.79,29.86,14817975.0,471012410.49000007,-0.028389684816274796,5,2021-01-17
603515.XSHG,30.31,30.01,31.07,29.83,9768701.0,297235870.26000005,-0.0036046041512823868,5,2021-01-24
603516.XSHG,32.2,30.67,32.2,30.0,3819111.0,117861016.43,-0.014242497378332164,4,2020-12-27
603516.XSHG,30.7,32.3,32.32,30.1,3034052.0,94096048.75,0.016323172168284605,4,2021-01-03
603516.XSHG,32.0,29.8,34.1,27.82,8158811.0,257362157.18000004,-0.025370085689933153,5,2021-01-10
603516.XSHG,29.79,31.7,32.34,29.22,4928979.0,152032876.17,0.019081233225355376,5,2021-01-17
603516.XSHG,31.48,30.01,32.6,29.7,3930259.0,122122343.82,-0.01681490916127748,5,2021-01-24
603517.XSHG,73.06999999999998,78.09999999999998,78.09999999999998,69.1,31253255.000000004,2308351038.7999997,0.044425991480164795,4,2020-12-27
603517.XSHG,80.0,77.54,81.2,73.4,24531721.0,1876495330.65,-0.006338982556359896,4,2021-01-03
603517.XSHG,78.0,89.7,91.64,77.14,32449011.000000004,2778541040.9399996,0.1270819741260003,5,2021-01-10
603517.XSHG,88.47,87.73,94.01,83.29999999999998,25578006.0,2286395332.74,-0.020613748877776783,5,2021-01-17
603517.XSHG,87.67,81.4,89.04999999999998,79.79999999999998,31025673.0,2586775751.8999996,-0.06333037420977994,5,2021-01-24
603518.XSHG,5.71,5.22,5.74,5.14,10909863.0,59207209.019999996,-0.00499204395999997,4,2020-12-27
603518.XSHG,5.17,5.14,5.22,5.06,6798489.0,34831325.239999995,-0.0008007900819833047,4,2021-01-03
603518.XSHG,5.17,4.91,5.17,4.81,7767046.0,39243405.25,-0.0022990201479927697,5,2021-01-10
603518.XSHG,4.94,4.67,4.94,4.42,7009903.0,32636206.64,-0.002402356186592014,5,2021-01-17
603518.XSHG,4.68,4.82,5.02,4.68,7239184.0,35200923.230000004,0.001499187888092779,5,2021-01-24
603519.XSHG,13.72,13.44,14.16,13.27,9070720.0,124380292.30000001,-0.0026018758014111354,4,2020-12-27
603519.XSHG,13.4,13.32,13.66,12.94,6773848.0,89070425.57,-0.001205866261568933,4,2021-01-03
603519.XSHG,13.33,13.28,14.13,13.19,9155646.0,124283859.8,-0.00041395573870706137,5,2021-01-10
603519.XSHG,13.28,13.65,14.07,12.89,12293696.0,165686562.82,0.0036733951777112583,5,2021-01-17
603519.XSHG,13.5,13.69,14.2,13.5,8642775.0,119514443.73,0.00039229860487988155,5,2021-01-24
603520.XSHG,68.3,66.0,68.82,64.54,15424977.000000002,1026286397.9800001,-0.02307896184160496,4,2020-12-27
603520.XSHG,66.84,65.83,66.84,62.6,10837385.0,701139943.36,-0.0020483394497921026,4,2021-01-03
603520.XSHG,65.78,59.5,66.8,58.64,26540736.0,1628949922.4399998,-0.062166371700190015,5,2021-01-10
603520.XSHG,58.89,66.79,69.4,57.11,22690289.0,1432695684.2200003,0.07457641470714549,5,2021-01-17
603520.XSHG,66.38,68.91,73.64,65.38,20438451.0,1422813665.8600001,0.020101746795177844,5,2021-01-24
603527.XSHG,8.54,8.12,8.57,7.81,8875336.0,72717235.88,-0.004903253689715004,4,2020-12-27
603527.XSHG,8.12,8.03,8.22,7.86,4445968.0,35490697.16,-0.0009023787158488616,4,2021-01-03
603527.XSHG,8.03,7.59,8.27,7.39,8539978.0,67305470.87,-0.00439694983113037,5,2021-01-10
603527.XSHG,7.52,7.22,7.58,6.87,7372304.0,52922838.00000001,-0.0037034988960070736,5,2021-01-17
603527.XSHG,7.25,7.49,7.73,7.16,5686820.0,42443178.84,0.0027007582711038314,5,2021-01-24
603528.XSHG,9.81,9.6,10.06,9.36,15617706.0,150882996.44000003,-0.0029055475892993954,4,2020-12-27
603528.XSHG,9.6,9.08,9.68,8.84,23780988.0,218469952.16,-0.005207955952744148,4,2021-01-03
603528.XSHG,9.09,8.72,9.53,8.5,32529185.0,291768432.45000005,-0.0036054789948994914,5,2021-01-10
603528.XSHG,8.72,8.11,8.9,7.75,30053280.0,246989769.04000002,-0.006089591457587584,5,2021-01-17
603528.XSHG,8.1,8.3,8.61,8.1,25871270.0,217259708.44,0.00189428211424425,5,2021-01-24
603530.XSHG,21.18,23.98,23.98,21.18,12508804.0,281225880.55999994,0.02811952206421653,4,2020-12-27
603530.XSHG,24.0,22.93,25.11,22.53,17784383.0,420631469.7899999,-0.010563175487995125,4,2021-01-03
603530.XSHG,22.73,21.55,23.35,21.12,10870381.0,242259476.49000004,-0.013764593190584096,5,2021-01-10
603530.XSHG,21.55,19.33,21.95,18.9,10621772.0,215546820.23000005,-0.022119041879222534,5,2021-01-17
603530.XSHG,19.33,19.3,19.88,19.1,4517432.0,88288877.82000001,-0.0003121039982793006,5,2021-01-24
603533.XSHG,35.42,32.67,36.5,32.06,57049135.0,1933430000.58,-0.026601045186188,4,2020-12-27
603533.XSHG,32.37,33.6,33.8,31.93,39464289.0,1306081227.79,0.009304361570815711,4,2021-01-03
603533.XSHG,33.8,32.05,33.8,30.08,54005933.0,1737926596.2,-0.015675686916640563,5,2021-01-10
603533.XSHG,31.79,30.6,32.4,29.82,34916395.0,1084856007.4,-0.0144668796974452,5,2021-01-17
603533.XSHG,30.69,33.21,35.27000000000001,30.69,62678706.0,2108078397.65,0.02585284134263688,5,2021-01-24
603535.XSHG,45.15,42.28,45.91,41.43,5362569.0,233666994.84000003,-0.028502536610468865,4,2020-12-27
603535.XSHG,42.2,42.76,43.38,40.73,5089381.0,212253005.19,0.004654357309030521,4,2021-01-03
603535.XSHG,42.9,35.38000000000001,42.9,34.34,15844198.0,606262056.75,-0.07208726667128673,5,2021-01-10
603535.XSHG,34.97,35.61,39.35,33.1,14897266.0,528795979.04,0.0013179576141910676,5,2021-01-17
603535.XSHG,35.66,36.31,43.9,35.5,24263007.0,976152967.69,0.0053050782721331124,5,2021-01-24
603536.XSHG,20.39,18.5,20.49,17.9,8007097.0,153344151.2,-0.018789758519788036,4,2020-12-27
603536.XSHG,18.58,18.13,18.99,17.0,10508489.0,188208968.11,-0.003761778978424002,4,2021-01-03
603536.XSHG,18.13,18.0,20.05,17.44,16289229.0,297306481.89,-0.0013680541235975285,5,2021-01-10
603536.XSHG,17.7,18.18,19.71,17.13,15001657.0,278985185.06,0.0017222324054277927,5,2021-01-17
603536.XSHG,17.94,17.43,18.24,17.01,7485520.0,131452425.6,-0.007503103034846803,5,2021-01-24
603538.XSHG,33.4,36.22,37.96,33.09,41641845.0,1497562146.3100004,0.030539396589984502,4,2020-12-27
603538.XSHG,36.2,37.13,37.13,33.21,27704395.0,974526007.6299999,0.008324272388227971,4,2021-01-03
603538.XSHG,37.35,35.8,38.2,34.21,30434829.0,1106432015.8500001,-0.013533111739891135,5,2021-01-10
603538.XSHG,36.01,33.57,38.44,33.16,31774007.0,1145391247.3000002,-0.02239697948110375,5,2021-01-17
603538.XSHG,33.0,32.48,34.15,31.85,18241157.0,600648081.6500001,-0.011002654472009876,5,2021-01-24
603551.XSHG,15.28,14.64,15.34,14.4,3218750.0,47816536.0,-0.006293196627774389,4,2020-12-27
603551.XSHG,14.46,14.91,15.04,14.16,2801688.0,40800988.11000001,0.002693137526079914,4,2021-01-03
603551.XSHG,14.93,13.73,15.47,13.73,12053054.0,178825581.6,-0.011774215052333226,5,2021-01-10
603551.XSHG,13.73,12.7,13.79,12.08,6544898.0,83317408.33,-0.01031511371538063,5,2021-01-17
603551.XSHG,12.68,12.62,13.32,12.6,3490573.0,45111177.79000001,-0.0008085249606716305,5,2021-01-24
603555.XSHG,2.67,2.43,2.74,2.41,11852800.0,30447773.79,-0.0021986302599998897,4,2020-12-27
603555.XSHG,2.45,2.24,2.49,2.23,8800603.0,20585940.15,-0.0018991999240336455,4,2021-01-03
603555.XSHG,2.24,2.3,2.42,2.18,14788299.0,33689913.74,0.0005986693903050622,5,2021-01-10
603555.XSHG,2.3,2.25,2.36,2.2,7780001.0,17558084.28,-0.0004999699950003489,5,2021-01-17
603555.XSHG,2.25,2.24,2.27,2.18,6358503.0,14087727.33,-0.00010008999499833138,5,2021-01-24
603556.XSHG,14.08,13.52,14.15,13.18,7659175.0,104665594.52,-0.005201219211039998,4,2020-12-27
603556.XSHG,13.5,13.75,13.95,13.25,6555175.0,89436096.0,0.0022889221456399156,4,2021-01-03
603556.XSHG,13.76,13.37,13.97,13.23,8591427.0,117358974.57,-0.0037989226617952676,5,2021-01-10
603556.XSHG,13.39,13.12,13.48,12.86,7623926.0,100059043.72000001,-0.002504525287318149,5,2021-01-17
603556.XSHG,13.11,13.03,13.36,12.96,5330414.0,70167885.22,-0.0009016497945358859,5,2021-01-24
603557.XSHG,8.63,8.76,9.34,8.29,60978672.0,543224825.58,0.0006423906478998376,4,2020-12-27
603557.XSHG,8.75,9.1,9.58,8.35,80356612.0,732002721.8200002,0.0033633659887639666,4,2021-01-03
603557.XSHG,9.16,8.41,9.29,8.1,66041714.0,578899947.5699999,-0.006895733396708015,5,2021-01-10
603557.XSHG,8.43,7.85,8.45,7.5,45600610.0,359502594.78,-0.005597917111361372,5,2021-01-17
603557.XSHG,7.95,7.77,8.09,7.72,41840604.0,330497327.99,-0.0008065690187201158,5,2021-01-24
603558.XSHG,8.38,8.11,8.46,7.8,7637174.0,61679941.78,-0.0028025976599380664,4,2020-12-27
603558.XSHG,8.13,8.02,8.45,7.89,9865039.0,80111400.92999999,-0.0009050911038999132,4,2021-01-03
603558.XSHG,7.96,8.26,8.75,7.75,27189015.999999996,225995333.54999995,0.0023639403566673156,5,2021-01-10
603558.XSHG,8.21,7.99,8.55,7.9,20537041.0,167801627.95,-0.0026999968284423526,5,2021-01-17
603558.XSHG,7.99,7.89,8.23,7.86,10070327.0,80875372.01,-0.0010012293355832202,5,2021-01-24
603559.XSHG,16.84,15.5,16.84,15.42,11747578.0,188216604.45999998,-0.014236529412544052,4,2020-12-27
603559.XSHG,15.4,15.56,16.37,14.92,14199426.0,221262718.22,0.0005357459817691979,4,2021-01-03
603559.XSHG,15.56,14.69,16.0,14.24,17124379.0,262000012.27999997,-0.008712064295127497,5,2021-01-10
603559.XSHG,14.51,14.95,15.3,14.01,14156517.0,205967395.62,0.0025764623514275,5,2021-01-17
603559.XSHG,14.8,14.3,15.15,14.28,9470889.0,139995529.89000002,-0.006488952539363546,5,2021-01-24
603565.XSHG,21.47,22.66,22.93,20.51,25570773.0,560414516.31,0.011507279041448104,4,2020-12-27
603565.XSHG,22.79,22.81,23.48,21.71,17933292.0,405665647.74,0.0014570684418735436,4,2021-01-03
603565.XSHG,22.9,28.39,28.39,22.8,52362321.0,1335451669.62,0.056708330528579154,5,2021-01-10
603565.XSHG,28.7,29.85,31.19,27.0,77298365.0,2262602634.25,0.014269099341679858,5,2021-01-17
603565.XSHG,29.5,33.01,33.01,28.31,54849323.0,1669890130.9199998,0.03146637055190005,5,2021-01-24
603566.XSHG,22.6,22.4,23.54,22.08,7833481.0,178987678.57,-0.004005470793592147,4,2020-12-27
603566.XSHG,22.36,20.73,22.36,20.16,10237307.0,215974310.73999998,-0.01659979452673599,4,2021-01-03
603566.XSHG,20.73,20.34,23.66,19.78,19258815.0,415980476.03999996,-0.004213264178870912,5,2021-01-10
603566.XSHG,20.59,20.6,20.96,19.71,10923529.0,222521855.23000002,0.002588743648182845,5,2021-01-17
603566.XSHG,20.6,21.51,22.2,19.91,13749861.0,288262522.44000006,0.00906517830358311,5,2021-01-24
603567.XSHG,11.65,11.13,11.73,11.0,3941645.0,44706674.11,-0.005191882960959959,4,2020-12-27
603567.XSHG,11.23,11.16,11.24,11.02,2328316.0,25921536.459999997,0.0002999999959998334,4,2021-01-03
603567.XSHG,11.17,10.4,11.29,10.27,8360972.0,90932417.74000002,-0.007589306920906758,5,2021-01-10
603567.XSHG,10.4,10.45,10.53,10.07,5753112.0,59294880.68,0.0004911597966272829,5,2021-01-17
603567.XSHG,10.6,10.74,10.96,10.45,4932426.0,52877962.160000004,0.0029007191395804544,5,2021-01-24
603568.XSHG,20.92,19.2,20.97,18.010000000000005,29949742.0,576421338.04,-0.01853602227820017,4,2020-12-27
603568.XSHG,19.28,18.93,19.38,18.74,12563950.0,239350806.41000003,-0.0026979604480000807,4,2021-01-03
603568.XSHG,18.92,18.76,19.13,17.989999999999995,33976349.0,630739806.5600001,-0.0017262761342854427,5,2021-01-10
603568.XSHG,18.79,18.8,19.09,18.1,24992447.0,464918662.0500001,0.0003716668226854125,5,2021-01-17
603568.XSHG,18.78,18.08,19.45,18.02,32049736.0,594475743.95,-0.007203398282807694,5,2021-01-24
603569.XSHG,7.78,7.42,7.93,7.32,5435039.0,41310783.98,-0.004095999029872011,4,2020-12-27
603569.XSHG,7.46,7.88,8.5,7.2,17022316.0,133051370.62,0.004573653626636975,4,2021-01-03
603569.XSHG,7.85,7.57,8.19,7.31,15617427.0,121230745.03,-0.003117846240704325,5,2021-01-10
603569.XSHG,7.52,7.08,7.54,6.84,8579432.0,61362922.629999995,-0.004898488157836556,5,2021-01-17
603569.XSHG,7.08,7.07,7.32,6.89,8277709.0,59100075.400000006,-0.00010274041431934666,5,2021-01-24
603577.XSHG,10.07,9.56,10.26,9.4,7602734.0,75042102.97999999,-0.005191185418907396,4,2020-12-27
603577.XSHG,9.55,9.27,9.55,9.1,5674720.0,52532024.849999994,-0.002904160960000124,4,2021-01-03
603577.XSHG,9.28,8.79,9.48,8.7,8269685.0,75086043.75,-0.004799306942300463,5,2021-01-10
